Rank	Gene	HalfLife1	HalfLife2	HalfLife3	AverageHalfLife
1184	YGR126W	38.6309986513	83.4930245775	51.5189621151	57.8809951146
1185	YPR192W	78.1556493699	60.3942692261	34.9107654767	57.8202280242
1186	YOR300W	27.9920233067	89.4235757807	55.651893979	57.6891643555
1187	YKR058W	36.3103776005	113.710655541	23.0403509654	57.6871280357
1188	YDR525W	44.9448729188	47.6567846903	80.3780847244	57.6599141111
1189	YPL154C	51.8366800845	80.5201733391	40.4485427762	57.6017987333
1190	YER121W	33.7411859905	108.345201302	30.6581960631	57.5815277851
1191	YJR045C	37.8288914927	91.629370999	43.2816919676	57.5799848198
1192	YDL119C	81.8677800885	52.5472447626	38.2926862628	57.569237038
1193	YGR101W	111.022968329	36.8092711732	24.8608640849	57.5643678623
1194	YDL160C	40.3646904444	80.6708030005	51.5585615253	57.5313516567
1195	YBR012W-B	28.8080770477	107.254886406	36.4427511675	57.5019048736
1196	YPR121W	47.4538603575		67.4470456481	57.4504530028
1197	YPR115W	69.415441459	59.8596025818	42.6199350522	57.2983263643
1198	YEL068C	38.852341044	107.479648369	25.4607936451	57.2642610194
1199	YGR269W	78.5782835686		35.9158048649	57.2470442167
1200	YKR016W	71.7698321025	66.6575771294	33.2678515999	57.2317536106
1201	YPR195C	59.2589986733	56.9870377147	55.3202727064	57.1887696981
1202	YNR062C	40.8552901303	95.40421272	35.2919451255	57.1838159919
1203	YJL020C	53.7825954234	65.8214718718	51.8628128293	57.1556267081
1204	YDR036C	41.6656258984	100.206691186	29.5292295644	57.133848883
1205	YCL036W	32.1272399044	105.622924577	33.4502205378	57.0667950064
1206	YGR192C	43.2438607775	96.7588634549	31.1721744346	57.0582995557
1207	YIL071C	64.9903679185		49.0897930195	57.040080469
1208	YPL171C	31.7362824814	88.7911583238	50.5485589963	57.0253332672
1209	YLR082C	86.5852110211		27.4125008679	56.9988559445
1210	YLR231C	79.5251198144	48.2501573102	43.2015511224	56.9922760824
1211	YDR320C	60.0052518866		53.915147598	56.9601997423
1212	YOR150W	31.5695439645	103.526933614	35.7140704509	56.9368493431
1213	YPL213W	87.1799966152		26.5433086352	56.8616526252
1214	YBR101C	35.1824594604	96.1737905076	39.2275289226	56.8612596302
1215	YPL017C	82.1714464694	53.6191465525	34.7761703894	56.8555878038
1216	YJR024C	43.2316053169	92.3783945113	34.9061326862	56.8387108381
1217	YDL193W	89.0613378039	39.1106441406	42.2564169632	56.8094663026
1218	YNL189W	43.7830084908	77.8935362706	48.652228748	56.7762578364
1219	YKL070W	28.3880263286	30.1443878329	111.761355542	56.7645899013
1220	YFL006W	63.5266470984	61.9473195914	44.7873212456	56.7537626451
1221	YDR114C	127.828197654	15.6979748822	26.7278216772	56.7513314045
1222	YML043C	57.9123995951	99.9812391498	12.3523788861	56.7486725437
1223	YOR121C	33.5103765441	66.3429031939	70.36791084	56.7403968593
1224	YPL026C	111.457767407	32.1754319743	26.5445687689	56.7259227169
1225	YIL059C	35.2136141259	101.058612967	33.8954540144	56.7225603691
1226	YNL246W	28.5015404112	120.941946286	20.5555986844	56.6663617938
1227	YLR398C	68.4353326089	68.0887511886	33.3030052546	56.609029684
1228	YDR351W	53.9691723782	91.9809794919	23.8297907006	56.5933141902
1229	YOR353C		80.6754854962	32.509356423	56.5924209596
1230	YHL037C	83.3697202853	59.1599813875	27.2316820116	56.5871278948
1231	YPL085W	70.8574548767	65.488171266	33.2352878724	56.5269713384
1232	YER008C	70.8498898616		42.1739240605	56.5119069611
1233	YGR212W	20.7535250718	110.732303893	37.922441285	56.4694234165
1234	YGR169C	34.646143542	108.412909379	26.330737449	56.4632634567
1235	YJL052W	33.411253248	86.7669443423	49.1498907221	56.4426961041
1236	YNL222W	40.1383226869	51.2605693441	77.7333875148	56.3774265153
1237	YPR188C	46.4439978166	93.7050056961	28.7985591328	56.3158542152
1238	YJL197W	27.2592889706	101.60380438	39.8570548209	56.2400493905
1239	YNL106C	38.7435804713	65.5242143558	64.3243829568	56.1973925946
1240	YNR037C	84.8925516052	59.7287912096	23.907585537	56.1763094506
1241	YDL141W	40.0227017252	100.451379667	28.009188533	56.1610899751
1242	YDR179C	34.7246467212	97.083105628	36.512459099	56.1067371494
1243	YAL012W		81.1204918732	31.0383868903	56.0794393818
1244	YFR011C	97.7406622184		14.4129029218	56.0767825701
1245	YNR006W	35.2300149943	109.713637628	23.1920868782	56.0452465003
1246	YOR268C	25.2869826996	54.3456731381	88.4363360211	56.0229972862
1247	YBL020W	63.8396990979	84.1024830542	19.8138445421	55.9186755648
1248	YBR150C	67.5256016466	77.0017861982	23.1510666157	55.8928181535
1249	YOL075C	44.759946842	94.821646134	28.0528828203	55.8781585988
1250	YOR020C	95.0885412	44.6337863449	27.8325069842	55.8516115097
1251	YPR164W	36.1348947909	110.582691282	20.7714898323	55.8296919683
1252	YLR225C	63.1821572667		48.4360849852	55.8091211259
1253	YOR162C	33.3424477526	102.779502714	31.2721993249	55.7980499305
1254	YDR301W	36.4505930765	105.696587559	24.7937366514	55.6469724291
1255	YEL005C		92.4598814985	18.7809956239	55.6204385612
1256	YPR040W	55.6690993026		55.5484397076	55.6087695051
1257	YIL130W	44.9524934589	65.5072031928	56.3139918292	55.5912294937
1258	YFL013C	29.1597042496	109.486770907	27.8316607681	55.492711975
1259	YPL130W	37.6075453837	83.3936937878	45.4167845275	55.4726745663
1260	YNL158W	42.4902894546	73.0098130687	50.7613828292	55.4204951175
1261	YAL025C	79.1762415558	61.5746373268	25.5085598588	55.4198129138
1262	YHR139C-A	28.0685003806	94.2683532222	43.8911854754	55.4093463594
1263	YAR070C	34.66164379	113.905279839	17.2939362365	55.2869532886
1264	YNL164C	98.779545729	50.0902817829	16.904584376	55.258137296
1265	YBR125C	113.881326278	20.8167320477	31.006824255	55.2349608604
1266	YPL241C	66.2715121348		44.1055009437	55.1885065392
1267	YNL176C	72.953430375		37.3884757078	55.1709530414
1268	YDR057W	75.1701498794	54.7123134714	35.5976419365	55.1600350958
1269	YLR194C	33.1298937456	115.017602313	17.2708173023	55.1394377871
1270	YBL077W	35.5496397576	39.5943857872	90.2481839961	55.1307365136
1271	YCL065W	26.2183921622	108.519694765	30.5805795163	55.1062221477
1272	YDL229W	37.5707765818	77.652124166	50.0874750124	55.1034585867
1273	YDL126C	22.6460970175	105.613308521	37.0150325743	55.0914793709
1274	YOR022C	23.8437263847		86.2419672407	55.0428468127
1275	YOR103C	43.5412227647	81.0378664214	40.508504147	55.0291977777
1276	YOR012W	49.9830322462	87.7587161233	27.3452181924	55.0289888539
1277	YNL027W	34.2978636411	111.824351841	18.9280807344	55.0167654055
1278	YLR166C	24.3363944584	108.813307571	31.8919446028	55.0138822107
1279	YGR247W	80.1375887372	48.6647535119	36.2349404592	55.0124275694
1280	YDR222W	84.881027289	42.4008377267	37.6727054591	54.9848568249
1281	YKL020C	37.1581465027	87.7066659286	40.0411331539	54.9686485284
1282	YAL004W	59.3140141358	65.9064841193	39.5734766646	54.9313249733
1283	YMR254C	89.3425209775	51.7716663479	23.6182431166	54.9108101473
1284	YAL028W	41.9446177319	54.4195435845	68.2686747906	54.8776120357
1285	YDR293C	37.0032554898	87.3652514529	40.2596484509	54.8760517979
1286	YOR109W		81.5179949056	28.1978587094	54.8579268075
1287	YJR090C	83.9223782351	53.1967495548	27.4132649538	54.8441309146
1288	YPL261C			54.8288522307	54.8288522307
1289	YDL043C	86.1549056905		23.3924532761	54.7736794833
1290	YLR179C	36.9736032244	85.2190081753	42.08491387	54.7591750899
1291	YNR033W	91.4283785463	37.1893567621	35.591193739	54.7363096825
1292	YJR151C	23.9286262653	109.765967161	30.4579455743	54.717513
1293	YMR127C	18.6395344774	117.894142249	27.4252257211	54.6529674824
1294	YBL085W	20.2251697621	102.164715508	41.5550843793	54.6483232165
1295	YKL098W	42.7532286388	98.0020200656	23.1566612162	54.6373033069
1296	YIL025C	18.6028629713	123.84602142	21.2312510501	54.560045147
1297	YNR041C	36.1205016275	105.324223576	22.0548318889	54.4998523643
1298	YFR010W	32.1909385899	88.7301397264	42.4470101842	54.4560295001
1299	YLR247C	25.5241013068	75.246186194	62.4897659511	54.4200178173
1300	YEL008W	69.6305768211		39.1840750631	54.4073259421
1301	YMR133W	59.3436806382		49.41417075	54.3789256941
1302	YBR201W	77.657489677	41.3334529256	44.0101028334	54.333681812
1303	YDR027C	70.1393740282	68.5862389694	24.2724766909	54.3326965628
1304	YDR311W		92.6995895693	15.9615408909	54.3305652301
1305	YDR255C	45.7870787562	81.9747735971	35.2138247946	54.325225716
1306	YBR117C	65.6415219026	65.3166014215	31.7512739293	54.2364657511
1307	YER151C	29.355429236	113.373233256	19.8617578281	54.1968067732
1308	YJL156C	52.4619299822	79.6976596148	30.2985833743	54.1527243238
1309	YJR046W	60.061858879		48.2358160862	54.1488374826
1310	YDR426C	54.1468988756			54.1468988756
1311	YBR214W	30.7164501147	83.5041783671	48.0744951231	54.098374535
1312	YGL095C	32.4912414196	113.433662049	16.3096520531	54.0781851741
1313	YPR194C	83.0474120901	56.6621973666	22.5168278441	54.0754791002
1314	YPL052W	19.8875985483	103.523062241	38.5261722382	53.9789443426
1315	YGR055W	88.5161345408	37.0696789867	36.3008481193	53.9622205489
1316	YDR215C	55.1362437235	56.9040310718	49.8242478611	53.9548408855
1317	YDR153C		83.5043632159	24.3870751438	53.9457191799
1318	YNL125C	49.0565680685	85.8452796171	26.8732847073	53.925044131
1319	YPL230W	23.6321770013		84.2117089887	53.921942995
1320	YDR318W	46.6934277222	64.3032525689	50.7394623434	53.9120475448
1321	YDR485C	84.3922209406	31.8358958569	45.4789156317	53.9023441431
1322	YLR281C	58.4498224245	28.7878482658	74.4035043718	53.8803916874
1323	YOR043W	66.2233061098	70.4855226551	24.865534508	53.8581210909
1324	YCR011C		78.9690367761	28.7463280916	53.8576824338
1325	YBL070C		72.7738372036	34.9303884592	53.8521128314
1326	YDR218C	14.137828128	93.2757537134	54.1398613943	53.8511477452
1327	YPL166W	56.7779749429	47.7309800091	57.0149970307	53.8413173276
1328	YOR050C	28.1736056968		79.4883681886	53.8309869427
1329	YPL132W	75.6876085244	61.6035209694	24.1863606354	53.8258300431
1330	YPL109C	58.6571331749		48.8545299811	53.755831578
1331	YML084W	30.8255109251	87.7786657536	42.604036751	53.7360711432
1332	YMR226C	36.7349533238	77.2566769688	47.1966225479	53.7294176135
1333	YPR049C	83.5720277505	51.7260216844	25.8852155967	53.7277550105
1334	YJL217W	42.2227505851	66.6297154677	52.1516469131	53.6680376553
1335	YLR255C	106.573723083	4.36061411568	50.0434748825	53.6592706938
1336	YJL171C	33.825062787	84.0888576731	42.940714949	53.618211803
1337	YHR081W	29.833535441	108.120521149	22.8060165396	53.586691043
1338	YLR431C	57.2387127564		49.8906953079	53.5647040322
1339	YAR010C	9.75379905183	88.6382210005	62.1366757567	53.5095652697
1340	YBL033C	103.805582728	30.0197562998	26.7009866783	53.5087752355
1341	YNL281W	36.10026042	84.9445288077	39.4530528533	53.4992806937
1342	YGL035C		83.7252179573	23.2450391903	53.4851285738
1343	YOL105C	52.9665097413	79.7877704916	27.6989105615	53.4843969314
1344	YLR243W	75.2049141852		31.7334733927	53.469193789
1345	YOR151C	38.7860992976	83.7900265001	37.8225827736	53.4662361904
1346	YLR112W	69.4032914486		37.4868641509	53.4450777997
1347	YLR437C	22.504146189	96.6615515726	41.1635924543	53.4430967386
1348	YML078W	44.123945275	54.4788751404	61.6616628533	53.4214944229
1349	YOR038C	124.661114327	22.0302563018	13.4611442205	53.3841716163
1350	YNR035C	56.5747160772	59.9940899391	43.3418035256	53.303536514
1351	YNL239W	57.016379477	65.7975184306	36.9805160893	53.2648046656
1352	YDL195W		57.396706079	49.0214068729	53.209056476
1353	YKL140W	41.4273596526	71.9389481402	46.2372126732	53.2011734887
1354	YNL014W	55.3914786251	74.2240325757	29.9139065443	53.1764725817
1355	YGR224W	41.2789659762		65.0718423662	53.1754041712
1356	YDR230W	22.5897003046	117.580805535	19.2962974196	53.1556010865
1357	YGR090W	31.4117078715	109.379900704	18.6006358713	53.1307481491
1358	YOR285W	36.0649601078	73.2076198456	50.0642401332	53.1122733622
1359	YMR316C-B	34.3108632014	84.5129169895	40.4284404475	53.0840735461
1360	YDL196W	14.9546390874	100.021159009	44.2588797716	53.0782259562
1361	YPL068C	26.3843884034	111.485852435	21.20559994	53.0252802596
1362	YBR172C		39.9952041678	65.7979205983	52.896562383
1363	YBR212W	27.0954234267	86.3589111304	45.1334579757	52.8625975109
1364	YKR009C	28.0071377273	115.391541641	15.1854768552	52.861385408
1365	YPR101W			52.8112785018	52.8112785018
1366	YGL113W	26.9350594218	99.2670540229	32.124837817	52.7756504206
1367	YOL098C	25.0366552306	88.2123062147	45.0601774832	52.7697129762
1368	YGL224C	96.7860806206	37.4646807108	23.8676285983	52.7061299765
1369	YNL262W	39.4941771265	90.5797123333	27.9462557941	52.6733817513
1370	YDR169C	95.7446355979	36.8863388011	25.3742930069	52.6684224686
1371	YMR109W	30.0213613779	106.164978397	21.8034502512	52.663263342
1372	YHL018W			52.6473883042	52.6473883042
1373	YML020W	61.5288946029		43.7385690407	52.6337318218
1374	YGL227W	51.859835433	79.4957637333	26.3651195648	52.5735729104
1375	YNL208W	43.145566085	56.039050931	58.5293898634	52.5713356265
1376	YMR273C	52.5314633708	82.3044333717	22.77095609	52.5356176109
1377	YOR019W	55.2850005217		49.7244329046	52.5047167131
1378	YOR015W	46.9851767757	68.5944898006	41.8995429139	52.4930698301
1379	YIR016W	74.7414833472		30.2056995742	52.4735914607
1380	YLR371W	44.0344035574	88.5268574408	24.7881291464	52.4497967149
1381	YDR472W	53.2219216715	67.7517857111	36.1471489179	52.3736187668
1382	YGR075C	52.366358249			52.366358249
1383	YFL060C	45.8105499436		58.8331675839	52.3218587638
1384	YAL055W	31.1370548593	103.640057394	22.1085153826	52.2952092119
1385	YDL038C	36.8148536914	85.2389613888	34.7297566747	52.261190585
1386	YNR056C	92.4644620714	41.0921837385	23.1792873874	52.2453110658
1387	YNR012W	66.0349798569	67.0986039488	23.5074220088	52.2136686048
1388	YLR444C	34.9375202639	41.7949000398	79.7863485765	52.1729229601
1389	YHR137W	47.8749774915	68.6186670683	40.0075015012	52.167048687
1390	YLR069C	91.9963667912	27.996675295	36.429399663	52.1408139164
1391	YLR068W	59.8559948456	72.2284607228	24.2890477784	52.1245011156
1392	YMR262W	74.7224725039		29.4907087753	52.1065906396
1393	YHR106W	60.5123377414	64.6314825717	31.0085876123	52.0508026418
1394	YDL006W	72.8749784136	31.6696389517	51.6069812318	52.0505328657
1395	YJR111C	33.7498876415	101.212957907	21.0135797805	51.9921417763
1396	YIL044C	74.0068793725	41.9215843951	40.0443972431	51.9909536702
1397	YMR194W	35.6253059897	66.5061062641	53.8396117176	51.9903413238
1398	YJR136C	50.3692712863		53.6107647277	51.990018007
1399	YLR085C	89.4176833421	32.7744746821	33.4841508259	51.89210295
1400	YBR175W	58.3040213201		45.4134113476	51.8587163338
1401	YDR534C	74.7464851783	52.927583256	27.8934032378	51.8558238907
1402	YHL022C	60.8455008494		42.7320918275	51.7887963385
1403	YJL129C	41.3030805037	90.1249443031	23.9105447695	51.7795231921
1404	YLR114C	34.9387831097	96.1563281218	24.2432360345	51.7794490886
1405	YGR154C	61.2932994767	62.9090939516	31.0396844804	51.7473593029
1406	YKL107W	83.2272163683	12.8974106246	59.0145112792	51.7130460907
1407	YDR247W	27.2849416501	100.559527974	27.2769000475	51.7071232238
1408	YER161C	38.3531164	79.7859214554	36.9725573701	51.7038650752
1409	YOR356W	54.7377256982	68.7506289816	31.6138048447	51.7007198415
1410	YOL048C	38.2059831329		65.1025401481	51.6542616405
1411	YMR306C-A	24.6441926774	98.839564791	31.3569911604	51.6135828763
1412	YGL166W	28.7410129126	76.008652592	49.9845196247	51.5780617098
1413	YGR151C	80.3308034614	36.9292859527	37.468576674	51.5762220294
1414	YGR158C		66.9585523865	36.1579136038	51.5582329952
1415	YDL045C	46.5995350762	75.1690309007	32.7888344004	51.5191334591
1416	YMR086C-A	23.2663356024	98.7219076255	32.5349435598	51.5077289292
1417	YER139C	31.5323400754	85.6526382527	37.3358252682	51.5069345321
1418	YCR085W	36.4444794632		66.4276917542	51.4360856087
1419	YGR209C	26.6240716263	65.9026345225	61.7006260243	51.4091107243
1420	YKL147C	84.9589235209	45.6680840238	23.5644871583	51.397164901
1421	YFR044C		49.0978496133	53.6263159906	51.362082802
1422	YGR097W	36.8568670521	63.1995535112	54.0011378009	51.3525194547
1423	YBR196C	37.039522999	82.4073262477	34.5641951691	51.3370148053
1424	YFL029C	40.8293674742	99.3887347729	13.6946966248	51.3042662907
1425	YMR047C	79.4248763819	58.3154510997	16.1621950901	51.3008408572
1426	YPL027W	45.9447118614		56.6507643871	51.2977381243
1427	YCR006C	19.2555461213	86.7956338049	47.7414659674	51.2642152979
1428	YBL109W	14.5850698977	127.425737808	11.7268954459	51.2459010504
1429	YKR070W	48.9596607482	63.1161957215	41.5298504863	51.2019023187
1430	YHR064C	30.7604405018	98.2858694044	24.4848661524	51.1770586862
1431	YPL178W	102.133323652	24.4675739394	26.8062373941	51.135711662
1432	YAR035W	73.5776076862	50.2295109638	29.5882387246	51.1317857915
1433	YLL016W	49.6237686788		52.6312898615	51.1275292701
1434	YBR216C	42.4669229636	73.5661554957	37.2327961008	51.0886248533
1435	YBR005W	58.5237055651	70.4654791814	24.2298374039	51.0730073835
1436	YCR079W	37.4999566551	54.0084876015	61.6603562075	51.0562668213
1437	YDR131C	60.3367328645	75.301694834	17.472601146	51.0370096148
1438	YGR288W	71.433048323	62.7021990699	18.8421037251	50.9924503727
1439	YKL193C			50.966643511	50.966643511
1440	YLR160C	50.9657837313			50.9657837313
1441	YJR027W	26.5711018708	96.2970194129	29.9911946982	50.9531053273
1442	YDL093W	60.0606570761	64.972394138	27.8191592636	50.9507368259
1443	YHR166C	17.9485589854	83.9473983629		50.9479786741
1444	YPR111W	59.439129194		42.4455053653	50.9423172796
1445	YEL020C	39.2158405129	87.0891052494	26.134037987	50.8129945831
1446	YOR148C	75.2640464832		26.3177000723	50.7908732777
1447	YPR193C	21.830130525	94.0134820046	36.4052514728	50.7496213341
1448	YBR285W	29.3751724672		72.1002205863	50.7376965267
1449	YHR011W	68.8210269835		32.5823740655	50.7017005245
1450	YLR031W	95.8259518534	25.2143329356	30.9449101411	50.6617316434
1451	YHR018C	33.7043355161	76.7308122832	41.5396159698	50.6582545897
1452	YPL140C	45.1600189006	88.4088308086	18.3555533479	50.6414676857
1453	YLR091W	33.410913057	100.18672998	18.29648451	50.631375849
1454	YAL030W	32.7004784015	49.0175382406	70.1384123322	50.6188096581
1455	YPR146C	16.5029687996	84.5213694306	50.7831971018	50.6025117773
1456	YJL100W	40.3290450999	68.4641100884	42.9861570342	50.5931040741
1457	YFL042C	28.4813437514	89.7537383537	33.5286338997	50.5879053349
1458	YDR356W		88.7335503562	12.2821804231	50.5078653897
1459	YPR179C	59.7987079935	51.3036911095	40.317714116	50.473371073
1460	YHL035C	27.7775377758	82.7559461901	40.7420814515	50.4251884725
1461	YGR073C	36.0596697925	106.597389019	8.55503161209	50.4040301412
1462	YGR222W	61.9635221688	72.2022527655	17.0439756553	50.4032501965
1463	YOR147W	81.7530274277	54.2154184944	15.2341729248	50.400872949
1464	YNL065W	41.2332442206	42.6162714742	67.3063332804	50.3852829917
1465	YGR182C	66.1441409631	27.1483997041	57.6891357953	50.3272254875
1466	YNL295W	21.264458874	99.7379515656	29.9540979681	50.3188361359
1467	YJR037W	29.2818120782	87.1885455625	34.4097238637	50.2933605015
1468	YGR018C	33.6462361929	75.6087277279	41.5908031575	50.2819223594
1469	YOR065W	85.7880598664	42.9265504638	22.1052810078	50.2732971127
1470	YPL072W	117.212595407	7.14158450364	26.4343738132	50.2628512414
1471	YDR285W	72.6445997288		27.8068489495	50.2257243392
1472	YLR280C	64.9915963022		35.451280147	50.2214382246
1473	YNL287W	25.7220774956	68.1945923773	56.7366136073	50.2177611601
1474	YJL067W	84.0139254129	50.6968267276	15.931848771	50.2142003038
1475	YBR045C	35.2606261824	48.0440443478	67.3316929005	50.2121211436
1476	YPR032W	40.9013389527	79.170533817	30.5584980316	50.2101236004
1477	YMR196W	56.1819024864	56.8278099824	37.5873781506	50.1990302065
1478	YMR124W	40.0483878851	88.3777310762	22.078804878	50.1683079464
1479	YGL262W	41.6762910284	101.292314406	7.52966869214	50.1660913756
1480	YOL118C	53.3520228888	59.8328706894	37.2593510253	50.1480815345
1481	YJR127C	66.5914095377		33.6117566247	50.1015830812
1482	YFL010C	29.0606216249	94.3967522033	26.7859039355	50.0810925879
1483	YJL011C	28.1731360674	100.418874826	21.6472640132	50.079758302
1484	YIL110W	46.8521197109	69.084083757	34.201729265	50.0459775776
1485	YCL001W	111.023786415	14.8817321948	24.2230229521	50.0428471872
1486	YDR505C	66.5012371488	57.4643469722	26.0774202567	50.0143347926
1487	YMR232W	28.7036370546	10.4955361174	110.810171331	50.0031148342
1488	YDL185W	43.5733080377	68.4894254461	37.8974890718	49.9867408519
1489	YLR095C	114.248555765	14.9797300632	20.7039714215	49.9774190832
1490	YMR053C		53.4123972001	46.4973038296	49.9548505149
1491	YPL233W	68.8282183182		31.0768626517	49.9525404849
1492	YKR061W	79.1018794038	7.80220247887	62.9229344689	49.9423387839
1493	YIL112W	78.558268174	40.3735711306	30.8268049982	49.9195481009
1494	YKR051W	23.3445019677	113.648396014	12.6217518096	49.8715499305
1495	YDL026W		37.5628071139	62.1634754398	49.8631412769
1496	YPR002W	54.8358549615		44.8569504665	49.846402714
1497	YML100W-A	29.2471730238	85.2859147554	34.9645749242	49.8325542345
1498	YGL231C	17.5193161917	111.015816661	20.9613278766	49.8321535764
1499	YDR415C	83.4024921981	15.9689896653	50.095309823	49.8222638955
1500	YGR102C	87.2645468106	32.7700645071	29.4020573376	49.8122228851
1501	YLR159W	22.5307053088		76.9908472944	49.7607763016
1502	YNL094W	44.8304551385	91.057330191	13.2176072668	49.7017975321
1503	YGL041C	84.0645230804	26.6562753265	38.3239352922	49.6815778997
1504	YLL030C	67.4147663268		31.8368049596	49.6257856432
1505	YKL148C	60.6519539724	52.2928511125	35.882081597	49.6089622273
1506	YFR045W	26.061581498	100.406988767	22.261538492	49.5767029191
1507	YLR296W	58.6618328989	29.8327819992	60.2041679147	49.5662609376
1508	YMR317W	58.5527685076		40.5786999505	49.565734229
1509	YER005W	42.9319472888	22.5056284588	83.2315806096	49.5563854524
1510	YKL006C-A	50.4267691989	64.6109910734	33.544503302	49.5274211914
1511	YPR198W	53.540010302	54.1449596583	40.8953176929	49.5267625511
1512	YBR273C	40.8676724482	91.30751111	16.3443187871	49.5065007817
1513	YLR064W	27.6405894693	78.1481924959	42.72405273	49.5042782317
1514	YNL123W		66.3672439011	32.6096942836	49.4884690923
1515	YCL018W	41.5119654106	59.1276084403	47.8076630733	49.4824123081
1516	YGL175C	108.592920955	24.3664820388	15.318265965	49.425889653
1517	YJR021C	40.337360788	85.318157814	22.6144341953	49.4233175991
1518	YJL174W	35.3660242902	81.6804077715	30.9659120246	49.3374480288
1519	YLR153C	36.7523513062	80.6238861232	30.6214336737	49.3325570344
1520	YIL149C	58.0074043313		40.6322286935	49.3198165124
1521	YCR020C-A	55.2159039324	37.9243124613	54.8185662	49.3195941979
1522	YKR096W	52.9443400293	69.8922126393	25.0005243642	49.2790256776
1523	YHR065C	27.5420562054	93.2659471755	26.9297625911	49.2459219907
1524	YPR128C	78.6079175092	51.6694367662	17.4516165359	49.2429902704
1525	YKR006C	25.7351785488	102.576729062	19.3579996198	49.2233024103
1526	YLR426W	21.1933024652	88.1021301391	38.2586406604	49.1846910882
1527	YPL247C	36.1604746807	75.0233316603	36.3466623695	49.1768229035
1528	YDL150W	21.7854705676	72.9396426764	52.7847929682	49.1699687374
1529	YBR190W	83.2858429302	13.8839617677	50.3377018745	49.1691688575
1530	YKL091C	48.234817881	63.7289931586	35.452948652	49.1389198972
1531	YMR320W	64.4336530231		33.8422289444	49.1379409838
1532	YNR024W	53.058358074	68.4147818295	25.9235606851	49.1322335295
1533	YPL139C	58.2467216021	74.7109737991	14.2977678801	49.0851544271
1534	YDR330W	52.2486720589	66.3851769037	28.5193496499	49.0510662042
1535	YBL092W			49.0364628816	49.0364628816
1536	YEL039C	49.0349179047			49.0349179047
1537	YIL091C	19.3024333044	72.444949705	55.3528973867	49.0334267987
1538	YGR213C	27.6204757327	69.244344793	50.2252704348	49.0300303202
1539	YBR059C	50.5722340504	56.0696199831	40.3925313057	49.0114617797
1540	YPL194W	26.7296722409	67.2790088074	53.0230171982	49.0105660822
1541	YOR366W	21.3439808557		76.6472696864	48.995625271
1542	YPR092W	58.9117349619		39.0745088377	48.9931218998
1543	YER180C	37.8150197438	88.4736407992	20.6662032889	48.9849546107
1544	YML023C	62.8500952588	60.4925638356	23.4117551348	48.9181380764
1545	YBR184W	59.4346179293		38.3263404576	48.8804791935
1546	YLR097C	57.0993477398		40.6160352812	48.8576915105
1547	YLR164W	25.4685761041	85.7048870468	35.3522458598	48.8419030036
1548	YER132C	36.6539472749	85.296450727	24.4978150246	48.8160710089
1549	YBL088C	52.3581024133	70.2480198559	23.7614026285	48.7891749659
1550	YIL089W	31.4226618591		66.1451949229	48.783928391
1551	YBR263W	30.0966702328	76.990449176	39.2193469815	48.7688221301
1552	YNL086W	41.2237253048	9.75989053601	95.2688373757	48.7508177389
1553	YOR138C	33.7415333103	60.8805715088	51.6286607485	48.7502551892
1554	YBR012W-A	47.3541135663	50.1174344098		48.735773988
1555	YDL123W	46.4760715387	37.2467730629	62.4328004902	48.7185483639
1556	YPR080W	47.235185038	76.4524129817	22.4583772705	48.7153250967
1557	YIR031C	96.7822190783	15.1558539186	34.1159097356	48.6846609108
1558	YOR359W	64.1629074155	61.5118065918	20.356213644	48.6769758838
1559	YHR174W	34.2915568893	82.889998571	28.8178878295	48.6664810966
1560	YIL166C	24.6505943075		72.6790194478	48.6648068777
1561	YCL039W	39.9093092998	76.2309003769	29.8049475512	48.6483857426
1562	YLL019C	32.6885165235	73.0365508531	40.1948231449	48.6399635072
1563	YGL038C	37.3550176342	63.4124544215	45.0896161193	48.6190293917
1564	YDR252W	47.0752216904		50.1316423488	48.6034320196
1565	YHR165C	65.0331282803		32.1597439168	48.5964360986
1566	YDL171C	36.659325739	77.3730930411	31.666635827	48.5663515357
1567	YPL149W	97.0013716355	10.0231542657	38.5980240028	48.540849968
1568	YHR038W	91.5696516581	26.5141635526	27.4948428718	48.5262193608
1569	YDR005C	23.8563255209	4.4840534644	117.216289759	48.5188895813
1570	YLR123C		74.0671669686	22.9501777948	48.5086723817
1571	YBR056W	67.5809039302	42.326007817	35.5863750591	48.4977622688
1572	YNR075W	71.2424870766		25.7249140598	48.4837005682
1573	YEL067C	23.7315247333	88.838609034	32.868171515	48.4794350941
1574	YJL062W	8.27977554372	120.712206842	16.3767031935	48.4562285266
1575	YJL103C	59.8881161288		36.9444953148	48.4163057218
1576	YDR178W	30.3983848288	69.4156858788	45.3701233412	48.3947313496
1577	YDR127W	36.2544017301	74.2496736852	34.6651639444	48.3897464532
1578	YML025C	29.1922948751	66.0463866708	49.8282766495	48.3556527318
1579	YPL235W	43.7574634039	76.3026309741	24.9084193953	48.3228379244
1580	YBR232C	55.8287486956		40.7738894443	48.30131907
1581	YLR390W-A	29.7955825888	66.7990860261		48.2973343074
1582	YLL052C	14.5395730549	98.7949376706	31.5209630433	48.2851579229
1583	YNR004W	26.5945745213	81.4636533763	36.766543933	48.2749239435
1584	YMR325W	19.1124540458	92.9544248426	32.5589487195	48.2086092026
1585	YER152C	50.6864173052	60.6052514798	33.3190286587	48.2035658146
