Source	Target	Path	Path Length
LAS1L	RBM6	['LAS1L', 'SUMO2', 'RBM6']	2
LAS1L	UPF1	['LAS1L', 'SIRT7', 'UPF1']	2
LAS1L	SLC25A5	['LAS1L', 'SUMO2', 'SLC25A5']	2
LAS1L	RPS20	['LAS1L', 'UBC', 'RPS20']	2
LAS1L	UTP18	['LAS1L', 'SIRT7', 'UTP18']	2
LAS1L	PTBP1	['LAS1L', 'SUMO2', 'PTBP1']	2
LAS1L	MATR3	['LAS1L', 'SUMO2', 'MATR3']	2
LAS1L	SAMD4A	['LAS1L', 'UBC', 'YWHAG', 'SAMD4A']	3
LAS1L	STRAP	['LAS1L', 'UBC', 'STRAP']	2
LAS1L	SEC63	['LAS1L', 'UBC', 'SEC63']	2
LAS1L	TFB1M	['LAS1L', 'UBC', 'TFB1M']	2
LAS1L	ZCCHC8	['LAS1L', 'SIRT7', 'ZCCHC8']	2
LAS1L	NSUN2	['LAS1L', 'SIRT7', 'NSUN2']	2
LAS1L	SKIV2L2	['LAS1L', 'SIRT7', 'SKIV2L2']	2
LAS1L	STAU2	['LAS1L', 'UBC', 'STAU2']	2
LAS1L	YTHDC2	['LAS1L', 'SIRT7', 'YTHDC2']	2
LAS1L	POLR2B	['LAS1L', 'SUMO2', 'POLR2B']	2
LAS1L	TPR	['LAS1L', 'SIRT7', 'TPR']	2
LAS1L	MAP4	['LAS1L', 'SIRT7', 'MAP4']	2
LAS1L	NOP16	['LAS1L', 'UBC', 'NOP16']	2
LAS1L	PTCD2	['LAS1L', 'UBC', 'PTCD2']	2
LAS1L	RRP12	['LAS1L', 'SIRT7', 'RRP12']	2
LAS1L	MRTO4	['LAS1L', 'SIRT7', 'MRTO4']	2
LAS1L	THRAP3	['LAS1L', 'SUMO2', 'THRAP3']	2
LAS1L	NOP58	['LAS1L', 'SIRT7', 'NOP58']	2
LAS1L	USP36	['LAS1L', 'UBC', 'USP36']	2
LAS1L	MLL3	['LAS1L', 'UBC', 'MLL3']	2
LAS1L	PUM2	['LAS1L', 'UBC', 'PUM2']	2
LAS1L	MRPL43	['LAS1L', 'UBC', 'MRPL43']	2
LAS1L	ZFR	['LAS1L', 'SIRT7', 'ZFR']	2
LAS1L	RC3H2	['LAS1L', 'SUMO2', 'UBE2I', 'RC3H2']	3
LAS1L	ZC3H11A	['LAS1L', 'SUMO2', 'ZC3H11A']	2
LAS1L	PARP12	['LAS1L', 'UBC', 'PARP12']	2
FKBP4	LAS1L	['FKBP4', 'SIRT7', 'LAS1L']	2
FKBP4	RBM6	['FKBP4', 'SIRT7', 'RBM6']	2
FKBP4	UPF1	['FKBP4', 'SIRT7', 'UPF1']	2
FKBP4	SLC25A5	['FKBP4', 'UBC', 'SLC25A5']	2
FKBP4	RPS20	['FKBP4', 'UBC', 'RPS20']	2
FKBP4	UTP18	['FKBP4', 'SIRT7', 'UTP18']	2
FKBP4	PTBP1	['FKBP4', 'UBC', 'PTBP1']	2
FKBP4	MATR3	['FKBP4', 'CALM1', 'MATR3']	2
FKBP4	SAMD4A	['FKBP4', 'UBC', 'YWHAG', 'SAMD4A']	3
FKBP4	STRAP	['FKBP4', 'UBC', 'STRAP']	2
FKBP4	SEC63	['FKBP4', 'UBC', 'SEC63']	2
FKBP4	TFB1M	['FKBP4', 'UBC', 'TFB1M']	2
FKBP4	GRN	['FKBP4', 'UBC', 'SIRT3', 'GRN']	3
FKBP4	ZCCHC8	['FKBP4', 'SIRT7', 'ZCCHC8']	2
FKBP4	NSUN2	['FKBP4', 'SIRT7', 'NSUN2']	2
FKBP4	SKIV2L2	['FKBP4', 'SIRT7', 'SKIV2L2']	2
FKBP4	STAU2	['FKBP4', 'UBC', 'STAU2']	2
FKBP4	YTHDC2	['FKBP4', 'SIRT7', 'YTHDC2']	2
FKBP4	POLR2B	['FKBP4', 'CALM1', 'POLR2B']	2
FKBP4	TPR	['FKBP4', 'SIRT7', 'TPR']	2
FKBP4	MAP4	['FKBP4', 'SIRT7', 'MAP4']	2
FKBP4	NOP16	['FKBP4', 'UBC', 'NOP16']	2
FKBP4	PTCD2	['FKBP4', 'UBC', 'PTCD2']	2
FKBP4	RRP12	['FKBP4', 'SIRT7', 'RRP12']	2
FKBP4	MRTO4	['FKBP4', 'SIRT7', 'MRTO4']	2
FKBP4	THRAP3	['FKBP4', 'UBC', 'THRAP3']	2
FKBP4	NOP58	['FKBP4', 'SIRT7', 'NOP58']	2
FKBP4	USP36	['FKBP4', 'UBC', 'USP36']	2
FKBP4	MLL3	['FKBP4', 'UBC', 'MLL3']	2
FKBP4	PUM2	['FKBP4', 'UBC', 'PUM2']	2
FKBP4	MRPL43	['FKBP4', 'UBC', 'MRPL43']	2
FKBP4	ZFR	['FKBP4', 'SIRT7', 'ZFR']	2
FKBP4	RC3H2	['FKBP4', 'UBC', 'UBE2I', 'RC3H2']	3
FKBP4	ZC3H11A	['FKBP4', 'SIRT7', 'ZC3H11A']	2
FKBP4	PARP12	['FKBP4', 'UBC', 'PARP12']	2
RBM6	UPF1	['RBM6', 'SIRT7', 'UPF1']	2
RBM6	SLC25A5	['RBM6', 'SUMO2', 'SLC25A5']	2
RBM6	RPS20	['RBM6', 'UBC', 'RPS20']	2
RBM6	UTP18	['RBM6', 'SIRT7', 'UTP18']	2
RBM6	SAMD4A	['RBM6', 'UBC', 'YWHAG', 'SAMD4A']	3
RBM6	STRAP	['RBM6', 'UBC', 'STRAP']	2
RBM6	SEC63	['RBM6', 'UBC', 'SEC63']	2
RBM6	TFB1M	['RBM6', 'UBC', 'TFB1M']	2
RBM6	ZCCHC8	['RBM6', 'SIRT7', 'ZCCHC8']	2
RBM6	SKIV2L2	['RBM6', 'SIRT7', 'SKIV2L2']	2
RBM6	STAU2	['RBM6', 'UBC', 'STAU2']	2
RBM6	YTHDC2	['RBM6', 'SIRT7', 'YTHDC2']	2
RBM6	TPR	['RBM6', 'SIRT7', 'TPR']	2
RBM6	RRP12	['RBM6', 'SIRT7', 'RRP12']	2
RBM6	THRAP3	['RBM6', 'SUMO2', 'THRAP3']	2
RBM6	USP36	['RBM6', 'UBC', 'USP36']	2
RBM6	ZFR	['RBM6', 'SIRT7', 'ZFR']	2
RBM6	RC3H2	['RBM6', 'SUMO2', 'UBE2I', 'RC3H2']	3
RBM6	ZC3H11A	['RBM6', 'SUMO2', 'ZC3H11A']	2
UPF1	UTP18	['UPF1', 'SIRT7', 'UTP18']	2
UPF1	ZCCHC8	['UPF1', 'SIRT7', 'ZCCHC8']	2
UPF1	YTHDC2	['UPF1', 'SIRT7', 'YTHDC2']	2
UPF1	USP36	['UPF1', 'UBC', 'USP36']	2
UPF1	ZFR	['UPF1', 'SIRT7', 'ZFR']	2
UPF1	ZC3H11A	['UPF1', 'SIRT7', 'ZC3H11A']	2
SLC25A5	UPF1	['SLC25A5', 'UBC', 'UPF1']	2
SLC25A5	UTP18	['SLC25A5', 'SUMO2', 'UTP18']	2
SLC25A5	STRAP	['SLC25A5', 'UBC', 'STRAP']	2
SLC25A5	TFB1M	['SLC25A5', 'UBC', 'TFB1M']	2
SLC25A5	ZCCHC8	['SLC25A5', 'UBC', 'ZCCHC8']	2
SLC25A5	STAU2	['SLC25A5', 'UBC', 'STAU2']	2
SLC25A5	YTHDC2	['SLC25A5', 'UBC', 'YTHDC2']	2
SLC25A5	TPR	['SLC25A5', 'SUMO2', 'TPR']	2
SLC25A5	THRAP3	['SLC25A5', 'SUMO2', 'THRAP3']	2
SLC25A5	USP36	['SLC25A5', 'UBC', 'USP36']	2
SLC25A5	ZFR	['SLC25A5', 'UBC', 'ZFR']	2
SLC25A5	ZC3H11A	['SLC25A5', 'SUMO2', 'ZC3H11A']	2
DHX33	LAS1L	['DHX33', 'UBC', 'LAS1L']	2
DHX33	FKBP4	['DHX33', 'UBC', 'FKBP4']	2
DHX33	RBM6	['DHX33', 'UBC', 'RBM6']	2
DHX33	UPF1	['DHX33', 'UBC', 'UPF1']	2
DHX33	SLC25A5	['DHX33', 'UBC', 'SLC25A5']	2
DHX33	ELAC2	['DHX33', 'UBC', 'ELAC2']	2
DHX33	RPS20	['DHX33', 'UBC', 'RPS20']	2
DHX33	UTP18	['DHX33', 'UBC', 'UTP18']	2
DHX33	PTBP1	['DHX33', 'UBC', 'PTBP1']	2
DHX33	MATR3	['DHX33', 'UBC', 'MATR3']	2
DHX33	SAMD4A	['DHX33', 'UBC', 'YWHAG', 'SAMD4A']	3
DHX33	STRAP	['DHX33', 'UBC', 'STRAP']	2
DHX33	SEC63	['DHX33', 'UBC', 'SEC63']	2
DHX33	TFB1M	['DHX33', 'UBC', 'TFB1M']	2
DHX33	GRN	['DHX33', 'TERF2', 'CCNT1', 'GRN']	3
DHX33	ZCCHC8	['DHX33', 'UBC', 'ZCCHC8']	2
DHX33	NSUN2	['DHX33', 'UBC', 'NSUN2']	2
DHX33	SKIV2L2	['DHX33', 'TERF2', 'SKIV2L2']	2
DHX33	STAU2	['DHX33', 'UBC', 'STAU2']	2
DHX33	YTHDC2	['DHX33', 'UBC', 'YTHDC2']	2
DHX33	POLR2B	['DHX33', 'UBC', 'POLR2B']	2
DHX33	TPR	['DHX33', 'UBC', 'TPR']	2
DHX33	MAP4	['DHX33', 'UBC', 'MAP4']	2
DHX33	NOP16	['DHX33', 'UBC', 'NOP16']	2
DHX33	FAM120A	['DHX33', 'UBC', 'FAM120A']	2
DHX33	PTCD2	['DHX33', 'UBC', 'PTCD2']	2
DHX33	RRP12	['DHX33', 'UBC', 'RRP12']	2
DHX33	MRTO4	['DHX33', 'UBC', 'MRTO4']	2
DHX33	THRAP3	['DHX33', 'TERF2', 'THRAP3']	2
DHX33	NOP58	['DHX33', 'UBC', 'NOP58']	2
DHX33	USP36	['DHX33', 'USP36']	1
DHX33	MLL3	['DHX33', 'UBC', 'MLL3']	2
DHX33	PUM2	['DHX33', 'UBC', 'PUM2']	2
DHX33	MRPL43	['DHX33', 'UBC', 'MRPL43']	2
DHX33	ZFR	['DHX33', 'UBC', 'ZFR']	2
DHX33	RC3H2	['DHX33', 'UBC', 'UBE2I', 'RC3H2']	3
DHX33	ZC3H11A	['DHX33', 'UBC', 'ZC3H11A']	2
DHX33	PARP12	['DHX33', 'UBC', 'PARP12']	2
ELAC2	LAS1L	['ELAC2', 'SUMO2', 'LAS1L']	2
ELAC2	FKBP4	['ELAC2', 'UBC', 'FKBP4']	2
ELAC2	RBM6	['ELAC2', 'SUMO2', 'RBM6']	2
ELAC2	UPF1	['ELAC2', 'UBC', 'UPF1']	2
ELAC2	SLC25A5	['ELAC2', 'SUMO2', 'SLC25A5']	2
ELAC2	RPS20	['ELAC2', 'UBC', 'RPS20']	2
ELAC2	UTP18	['ELAC2', 'SUMO2', 'UTP18']	2
ELAC2	PTBP1	['ELAC2', 'SUMO2', 'PTBP1']	2
ELAC2	MATR3	['ELAC2', 'SUMO2', 'MATR3']	2
ELAC2	SAMD4A	['ELAC2', 'PUF60', 'YWHAG', 'SAMD4A']	3
ELAC2	STRAP	['ELAC2', 'UBC', 'STRAP']	2
ELAC2	SEC63	['ELAC2', 'UBC', 'SEC63']	2
ELAC2	TFB1M	['ELAC2', 'UBC', 'TFB1M']	2
ELAC2	GRN	['ELAC2', 'PUF60', 'CACNA1A', 'GRN']	3
ELAC2	ZCCHC8	['ELAC2', 'UBC', 'ZCCHC8']	2
ELAC2	NSUN2	['ELAC2', 'UBC', 'NSUN2']	2
ELAC2	SKIV2L2	['ELAC2', 'SUMO2', 'SKIV2L2']	2
ELAC2	STAU2	['ELAC2', 'UBC', 'STAU2']	2
ELAC2	YTHDC2	['ELAC2', 'UBC', 'YTHDC2']	2
ELAC2	POLR2B	['ELAC2', 'SUMO2', 'POLR2B']	2
ELAC2	TPR	['ELAC2', 'SUMO2', 'TPR']	2
ELAC2	MAP4	['ELAC2', 'UBC', 'MAP4']	2
ELAC2	NOP16	['ELAC2', 'UBC', 'NOP16']	2
ELAC2	FAM120A	['ELAC2', 'UBC', 'FAM120A']	2
ELAC2	PTCD2	['ELAC2', 'UBC', 'PTCD2']	2
ELAC2	RRP12	['ELAC2', 'SUMO2', 'RRP12']	2
ELAC2	MRTO4	['ELAC2', 'UBC', 'MRTO4']	2
ELAC2	THRAP3	['ELAC2', 'SUMO2', 'THRAP3']	2
ELAC2	NOP58	['ELAC2', 'SUMO2', 'NOP58']	2
ELAC2	USP36	['ELAC2', 'UBC', 'USP36']	2
ELAC2	MLL3	['ELAC2', 'UBC', 'MLL3']	2
ELAC2	PUM2	['ELAC2', 'UBC', 'PUM2']	2
ELAC2	MRPL43	['ELAC2', 'UBC', 'MRPL43']	2
ELAC2	ZFR	['ELAC2', 'UBC', 'ZFR']	2
ELAC2	RC3H2	['ELAC2', 'SUMO2', 'UBE2I', 'RC3H2']	3
ELAC2	ZC3H11A	['ELAC2', 'SUMO2', 'ZC3H11A']	2
ELAC2	PARP12	['ELAC2', 'UBC', 'PARP12']	2
CCDC124	LAS1L	['CCDC124', 'UBC', 'LAS1L']	2
CCDC124	FKBP4	['CCDC124', 'UBC', 'FKBP4']	2
CCDC124	RBM6	['CCDC124', 'UBC', 'RBM6']	2
CCDC124	UPF1	['CCDC124', 'UBC', 'UPF1']	2
CCDC124	SLC25A5	['CCDC124', 'UBC', 'SLC25A5']	2
CCDC124	DHX33	['CCDC124', 'UBC', 'DHX33']	2
CCDC124	ELAC2	['CCDC124', 'UBC', 'ELAC2']	2
CCDC124	RPS20	['CCDC124', 'UBC', 'RPS20']	2
CCDC124	CSDE1	['CCDC124', 'UBC', 'CSDE1']	2
CCDC124	UTP18	['CCDC124', 'UBC', 'UTP18']	2
CCDC124	PTBP1	['CCDC124', 'UBC', 'PTBP1']	2
CCDC124	DCN	['CCDC124', 'UBC', 'COL14A1', 'DCN']	3
CCDC124	MATR3	['CCDC124', 'UBC', 'MATR3']	2
CCDC124	SAMD4A	['CCDC124', 'UBC', 'YWHAG', 'SAMD4A']	3
CCDC124	STRAP	['CCDC124', 'UBC', 'STRAP']	2
CCDC124	SEC63	['CCDC124', 'UBC', 'SEC63']	2
CCDC124	TFB1M	['CCDC124', 'UBC', 'TFB1M']	2
CCDC124	GRN	['CCDC124', 'UBC', 'VHL', 'GRN']	3
CCDC124	ZCCHC8	['CCDC124', 'UBC', 'ZCCHC8']	2
CCDC124	NSUN2	['CCDC124', 'UBC', 'NSUN2']	2
CCDC124	SKIV2L2	['CCDC124', 'UBC', 'SKIV2L2']	2
CCDC124	STAU2	['CCDC124', 'EIF2AK2', 'STAU2']	2
CCDC124	CTNNA1	['CCDC124', 'UBC', 'CTNNA1']	2
CCDC124	YTHDC2	['CCDC124', 'UBC', 'YTHDC2']	2
CCDC124	POLR2B	['CCDC124', 'UBC', 'POLR2B']	2
CCDC124	TPR	['CCDC124', 'UBC', 'TPR']	2
CCDC124	MAP4	['CCDC124', 'UBC', 'MAP4']	2
CCDC124	NOP16	['CCDC124', 'UBC', 'NOP16']	2
CCDC124	FAM120A	['CCDC124', 'UBC', 'FAM120A']	2
CCDC124	PTCD2	['CCDC124', 'UBC', 'PTCD2']	2
CCDC124	RRP12	['CCDC124', 'UBC', 'RRP12']	2
CCDC124	MRTO4	['CCDC124', 'UBC', 'MRTO4']	2
CCDC124	THRAP3	['CCDC124', 'UBC', 'THRAP3']	2
CCDC124	NOP58	['CCDC124', 'UBC', 'NOP58']	2
CCDC124	USP36	['CCDC124', 'UBC', 'USP36']	2
CCDC124	MLL3	['CCDC124', 'UBC', 'MLL3']	2
CCDC124	PUM2	['CCDC124', 'UBC', 'PUM2']	2
CCDC124	MRPL43	['CCDC124', 'UBC', 'MRPL43']	2
CCDC124	ZFR	['CCDC124', 'UBC', 'ZFR']	2
CCDC124	RC3H2	['CCDC124', 'UBC', 'UBE2I', 'RC3H2']	3
CCDC124	ZC3H11A	['CCDC124', 'UBC', 'ZC3H11A']	2
CCDC124	PARP12	['CCDC124', 'UBC', 'PARP12']	2
CCDC124	CSDA	['CCDC124', 'UBC', 'CSDA']	2
RPS20	UPF1	['RPS20', 'NDRG1', 'UPF1']	2
RPS20	SLC25A5	['RPS20', 'UBC', 'SLC25A5']	2
RPS20	UTP18	['RPS20', 'UBC', 'UTP18']	2
RPS20	SAMD4A	['RPS20', 'UBC', 'YWHAG', 'SAMD4A']	3
RPS20	STRAP	['RPS20', 'UBC', 'STRAP']	2
RPS20	SEC63	['RPS20', 'UBC', 'SEC63']	2
RPS20	TFB1M	['RPS20', 'UBC', 'TFB1M']	2
RPS20	ZCCHC8	['RPS20', 'UBC', 'ZCCHC8']	2
RPS20	SKIV2L2	['RPS20', 'RAD21', 'SKIV2L2']	2
RPS20	STAU2	['RPS20', 'UBC', 'STAU2']	2
RPS20	YTHDC2	['RPS20', 'UBC', 'YTHDC2']	2
RPS20	TPR	['RPS20', 'RAD21', 'TPR']	2
RPS20	RRP12	['RPS20', 'UBC', 'RRP12']	2
RPS20	THRAP3	['RPS20', 'UBC', 'THRAP3']	2
RPS20	USP36	['RPS20', 'UBC', 'USP36']	2
RPS20	ZFR	['RPS20', 'UBC', 'ZFR']	2
RPS20	ZC3H11A	['RPS20', 'UBC', 'ZC3H11A']	2
CSDE1	LAS1L	['CSDE1', 'SIRT7', 'LAS1L']	2
CSDE1	FKBP4	['CSDE1', 'SIRT7', 'FKBP4']	2
CSDE1	RBM6	['CSDE1', 'SIRT7', 'RBM6']	2
CSDE1	UPF1	['CSDE1', 'SIRT7', 'UPF1']	2
CSDE1	SLC25A5	['CSDE1', 'UBC', 'SLC25A5']	2
CSDE1	DHX33	['CSDE1', 'UBC', 'DHX33']	2
CSDE1	ELAC2	['CSDE1', 'UBC', 'ELAC2']	2
CSDE1	RPS20	['CSDE1', 'UBC', 'RPS20']	2
CSDE1	UTP18	['CSDE1', 'SIRT7', 'UTP18']	2
CSDE1	PTBP1	['CSDE1', 'UBC', 'PTBP1']	2
CSDE1	DCN	['CSDE1', 'SIRT7', 'FLNA', 'DCN']	3
CSDE1	MATR3	['CSDE1', 'UBC', 'MATR3']	2
CSDE1	SAMD4A	['CSDE1', 'WNK1', 'YWHAG', 'SAMD4A']	3
CSDE1	STRAP	['CSDE1', 'UBC', 'STRAP']	2
CSDE1	SEC63	['CSDE1', 'UBC', 'SEC63']	2
CSDE1	TFB1M	['CSDE1', 'UBC', 'TFB1M']	2
CSDE1	GRN	['CSDE1', 'UBC', 'VHL', 'GRN']	3
CSDE1	ZCCHC8	['CSDE1', 'SIRT7', 'ZCCHC8']	2
CSDE1	NSUN2	['CSDE1', 'SIRT7', 'NSUN2']	2
CSDE1	SKIV2L2	['CSDE1', 'SIRT7', 'SKIV2L2']	2
CSDE1	STAU2	['CSDE1', 'UBC', 'STAU2']	2
CSDE1	CTNNA1	['CSDE1', 'SIRT7', 'CTNNA1']	2
CSDE1	YTHDC2	['CSDE1', 'SIRT7', 'YTHDC2']	2
CSDE1	POLR2B	['CSDE1', 'UBC', 'POLR2B']	2
CSDE1	TPR	['CSDE1', 'SIRT7', 'TPR']	2
CSDE1	MAP4	['CSDE1', 'SIRT7', 'MAP4']	2
CSDE1	NOP16	['CSDE1', 'UBC', 'NOP16']	2
CSDE1	FAM120A	['CSDE1', 'SIRT7', 'FAM120A']	2
CSDE1	PTCD2	['CSDE1', 'UBC', 'PTCD2']	2
CSDE1	RRP12	['CSDE1', 'SIRT7', 'RRP12']	2
CSDE1	MRTO4	['CSDE1', 'SIRT7', 'MRTO4']	2
CSDE1	THRAP3	['CSDE1', 'UBC', 'THRAP3']	2
CSDE1	NOP58	['CSDE1', 'SIRT7', 'NOP58']	2
CSDE1	USP36	['CSDE1', 'UBC', 'USP36']	2
CSDE1	MLL3	['CSDE1', 'UBC', 'MLL3']	2
CSDE1	PUM2	['CSDE1', 'UBC', 'PUM2']	2
CSDE1	MRPL43	['CSDE1', 'UBC', 'MRPL43']	2
CSDE1	ZFR	['CSDE1', 'SIRT7', 'ZFR']	2
CSDE1	RC3H2	['CSDE1', 'UBC', 'UBE2I', 'RC3H2']	3
CSDE1	ZC3H11A	['CSDE1', 'SIRT7', 'ZC3H11A']	2
CSDE1	PARP12	['CSDE1', 'UBC', 'PARP12']	2
AKAP8L	LAS1L	['AKAP8L', 'SUMO2', 'LAS1L']	2
AKAP8L	FKBP4	['AKAP8L', 'UBC', 'FKBP4']	2
AKAP8L	RBM6	['AKAP8L', 'SUMO2', 'RBM6']	2
AKAP8L	UPF1	['AKAP8L', 'UBC', 'UPF1']	2
AKAP8L	SLC25A5	['AKAP8L', 'SUMO2', 'SLC25A5']	2
AKAP8L	DHX33	['AKAP8L', 'UBC', 'DHX33']	2
AKAP8L	ELAC2	['AKAP8L', 'SUMO2', 'ELAC2']	2
AKAP8L	CCDC124	['AKAP8L', 'UBC', 'CCDC124']	2
AKAP8L	RPS20	['AKAP8L', 'UBC', 'RPS20']	2
AKAP8L	CSDE1	['AKAP8L', 'UBC', 'CSDE1']	2
AKAP8L	UTP18	['AKAP8L', 'SUMO2', 'UTP18']	2
AKAP8L	PTBP1	['AKAP8L', 'SUMO2', 'PTBP1']	2
AKAP8L	DCN	['AKAP8L', 'UBC', 'TGFB1', 'DCN']	3
AKAP8L	MATR3	['AKAP8L', 'SUMO2', 'MATR3']	2
AKAP8L	SAMD4A	['AKAP8L', 'LBR', 'YWHAG', 'SAMD4A']	3
AKAP8L	AQR	['AKAP8L', 'UBC', 'AQR']	2
AKAP8L	STRAP	['AKAP8L', 'UBC', 'STRAP']	2
AKAP8L	SEC63	['AKAP8L', 'UBC', 'SEC63']	2
